ID,Fuel Type Code,Station Name,City,State,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Geocode Status,Latitude,Longitude,NG Vehicle Class,EV Connector Types,Groups With Access Code (French),Access Detail Code,CNG Dispenser Num,CNG Vehicle Class,LNG Vehicle Class
53894,ELEC,Autosaver Ford,Comstock,NY,,2.0,,Non-Networked,200-9,43.456212,-73.383459,,J1772,Privé,,,,
53975,ELEC,Henderson Ford,Webster,NY,,2.0,,Non-Networked,200-9,43.205714,-77.476722,,J1772,Public - Appeler à l'avance,CALL,,,
53976,ELEC,Steet-Ponte Ford Lincoln Mazda,Yorkville,NY,,1.0,,Non-Networked,200-9,43.110055,-75.293478,,J1772,Public - Appeler à l'avance,CALL,,,
60157,CNG,American Natural Gas,Lancaster,NY,,,,,200-9,42.922551,-78.628437,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,2.0,HD,
60270,LPG,Watkins Glen KOA,Watkins Glen,NY,,,,,200-8,42.316373,-76.909097,,,Public,,,,
60271,CNG,1 VRCNG,Port Washington,NY,,,,,200-9,40.841918,-73.69519,HD,,Public - Carte de crédit après les heures d'ouverture,CREDIT_CARD_AFTER_HOURS,2.0,HD,
60739,ELEC,ADELPHI UNIV STATION 01,Garden City,NY,,2.0,,ChargePoint Network,GPS,40.719618,-73.649987,,J1772,Public,,,,
60840,CNG,Manhattan Beer,Suffern,NY,,,,,200-9,41.116716,-74.120396,HD,,Privé,,,HD,
61019,E85,Mirabito Travel Center,Castle Creek,NY,,,,,200-9,42.231607,-75.916744,,,Public,,,,
61063,ELEC,ROCHESTER NY WASH SQ GARAGE2,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.152697,-77.603915,,J1772,Public,,,,
61065,ELEC,ROCHESTER NY COURT ST 2,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.15395,-77.607471,,J1772,Public,,,,
61213,ELEC,ROCHESTER NY PORT OF ROCH 1,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.256302,-77.606672,,J1772,Public,,,,
61254,E85,NOCO Express #27,Amherst,NY,,,,,200-9,43.034675,-78.767652,,,Public,,,,
61345,E85,JFK Airport Travel Plaza - National Grid - Clean Energy,Queens,NY,,,,,GPS,40.66297896114984,-73.7921584550171,,,Public,,,,
61760,ELEC,Broccolo Tree and Lawncare Garden Center,Fairport,NY,,1.0,,Non-Networked,200-9,43.129935,-77.386788,,J1772,Public,,,,
61907,LPG,Gladstone Sunoco,West Henrietta,NY,,,,,200-9,43.0443,-77.659377,,,Public,,,,
62291,BD,Monroe County Regional Transportation,Rochester,NY,,,,,200-9,43.120818,-77.65186,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
62307,ELEC,ROCHESTER NY PUBLC MARKET,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.16603,-77.591324,,J1772,Public,,,,
62471,CNG,GAIN Clean Fuel - Nexus Natural Gas,Tonawanda,NY,,,,,200-9,42.983441,-78.91425,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,2.0,HD,
62556,CNG,American Natural Gas,Elmira,NY,,,,,200-9,42.155438,-76.860717,HD,,Privé,,,HD,
63140,ELEC,Village of Spencerport - Town Hall,Spencerport,NY,,2.0,,Non-Networked,GPS,43.191311,-77.801933,,J1772,Public,,,,
63286,E85,Westbury 106 Valero,Westbury,NY,,,,,200-9,40.750129,-73.577703,,,Public,,,,
63287,E85,Conoco,Williston Park,NY,,,,,200-9,40.756145,-73.644781,,,Public,,,,
63478,ELEC,Niagara Falls International Airport,Niagara Falls,NY,,2.0,,Non-Networked,200-9,43.101378,-78.941072,,J1772,Public,,,,
63479,ELEC,Buffalo Niagara International Airport,Buffalo,NY,,3.0,,Non-Networked,GPS,42.933441,-78.731633,,J1772,Public,,,,
63618,ELEC,Leo Kaytes Ford,Warwick,NY,,2.0,,Non-Networked,200-9,41.237296,-74.379503,,J1772,Privé,,,,
63643,ELEC,Towne Ford Lincoln,Orchard Park,NY,,1.0,,Non-Networked,GPS,42.786617,-78.761212,,J1772,Public - Appeler à l'avance,CALL,,,
63674,CNG,Clean Energy - La Guardia Airport,Flushing,NY,,,,,GPS,40.77,-73.89,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,HD,
63976,CNG,Waste Management - West Seneca,Buffalo,NY,,,,,200-9,42.844172,-78.747585,HD,,Privé,,2.0,HD,
63982,ELEC,Finger Lakes Waterfall Resort Motel & Cabins,Burdett,NY,,1.0,,Non-Networked,GPS,42.418993,-76.867035,,J1772,Public - Appeler à l'avance,CALL,,,
63988,ELEC,Rochester Institute of Technology - Lot T,Rochester,NY,,6.0,,Non-Networked,200-9,43.08779,-77.674413,,J1772,Public,,,,
64026,E85,New York State Thruway Authority - Nyack Section 5,West Nyack,NY,,,,,200-8,41.101648,-73.952196,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
64131,ELEC,Albany International Airport,Albany,NY,,16.0,,EV Connect,200-8,42.739746,-73.808186,,J1772,Public,,,,
64140,ELEC,Dana Ford Lincoln,Staten Island,NY,,1.0,,Non-Networked,GPS,40.587162,-74.194747,,J1772,Public - Appeler à l'avance,CALL,,,
64141,ELEC,Ramp Ford,Port Jefferson Station,NY,,1.0,,Non-Networked,200-9,40.91966,-73.051332,,J1772,Public - Appeler à l'avance,CALL,,,
64232,E85,Valero - Newburgh,Newburgh,NY,,,,,GPS,41.52584822712401,-74.12960444445802,,,Public,,,,
64315,E85,Empire Gas Station,Mastic Beach,NY,,,,,GPS,40.803943,-72.853738,,,Public,,,,
64694,CNG,Clean Energy - Cedar Bus Co,Buffalo,NY,,,,,200-9,42.938929,-78.823213,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,2.0,HD,
64705,ELEC,Cliff's Elbow Too,Laurel,NY,,1.0,,Non-Networked,200-8,40.968038,-72.562787,,J1772,Public,,,,
64706,ELEC,Cliff's Elbow Room,Jamesport,NY,,1.0,,Non-Networked,200-9,40.948819,-72.582795,,J1772,Public,,,,
65270,ELEC,Town of Cortlandt,Cortlandt,NY,,2.0,,EV Connect,200-9,41.310139,-73.905002,,J1772,Public,,,,
65271,ELEC,Tarrytown Metro - North Train Station,Tarrytown,NY,,3.0,,EV Connect,GPS,41.076261187618826,-73.86568628783567,,J1772,Public,,,,
65273,ELEC,Chappaqua Metro - North Train Station,Chappaqua,NY,,3.0,,EV Connect,200-8,41.159228,-73.773508,,J1772,Public,,,,
65274,ELEC,Hamilton Parking Garage,White Plains,NY,,3.0,,Non-Networked,200-9,41.034121,-73.766241,,J1772,Public,,,,
65275,ELEC,Longview Parking Garage,White Plains,NY,,2.0,,Non-Networked,200-9,41.026867,-73.767674,,J1772,Public,,,,
65276,ELEC,Lyons Place Municipal Parking Garage,White Plains,NY,,2.0,,EV Connect,200-8,41.02894,-73.763727,,J1772,Public,,,,
65277,ELEC,Skaneateles Village Hall,Skaneateles,NY,,3.0,,EV Connect,200-9,42.948234,-76.431694,,J1772,Public,,,,
65278,ELEC,Lexington-Grove East Garage,White Plains,NY,,3.0,,Non-Networked,200-9,41.031464,-73.769946,,J1772,Public,,,,
65281,ELEC,Market 32,Plattsburgh,NY,,2.0,,Non-Networked,200-9,44.695363,-73.492162,,J1772,Public,,,,
65284,ELEC,Beacon Metro North Train Station,Beacon,NY,,4.0,,EV Connect,200-8,41.505079,-73.983205,,J1772,Public,,,,
65285,ELEC,Stony Brook University,Stony Brook,NY,,2.0,,EV Connect,GPS,40.914818,-73.119813,,J1772,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
65287,ELEC,Port Authority Bus Terminal,New York,NY,,2.0,,EV Connect,200-8,40.756177,-73.990558,,J1772,Public,,,,
65288,ELEC,Bay Ridge Municipal Parking Garage,Brooklyn,NY,,5.0,,EV Connect,200-8,40.62215,-74.02565,,J1772,Public,,,,
65290,ELEC,Court Square Municipal Parking Garage,Queens,NY,,9.0,,EV Connect,200-9,40.745358,-73.942642,,J1772,Public,,,,
65291,ELEC,East 149th Street Municipal Parking Garage,Bronx,NY,,3.0,,EV Connect,200-9,40.817326,-73.920914,,J1772,Public,,,,
65296,ELEC,Saint George Courthouse,Staten Island,NY,,5.0,,EV Connect,200-9,40.63947,-74.076912,,J1772,Public,,,,
65299,ELEC,Jamestown Community College,Jamestown,NY,,2.0,,EV Connect,GPS,42.114535,-79.217718,,J1772,Public,,,,
65302,ELEC,Rouses Point,Rouses Point,NY,,2.0,,EV Connect,200-9,44.991537,-73.36399,,J1772,Public,,,,
65303,ELEC,Long Island Railroad - Freeport,Freeport,NY,,1.0,,EV Connect,GPS,40.656692,-73.580924,,J1772,Public,,,,
65389,CNG,American Natural Gas,Lancaster,NY,,,,,200-9,42.939601,-78.630991,HD,,Privé,,3.0,HD,
65392,CNG,American Natural Gas,Saratoga Springs,NY,,,,,200-8,43.062221,-73.822235,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,2.0,HD,
67471,LPG,U-Haul,North Syracuse,NY,,,,,200-9,43.125565,-76.107338,,,Public,,,,
67546,LPG,U-Haul,Syracuse,NY,,,,,200-8,43.051679,-76.124668,,,Public,,,,
67569,LPG,U-Haul,Albany,NY,,,,,200-9,42.749852,-73.867904,,,Public,,,,
67594,LPG,U-Haul,Elmira Heights,NY,,,,,GPS,42.15063,-76.833014,,,Public,,,,
67609,LPG,U-Haul,Greece,NY,,,,,GPS,43.186095,-77.702153,,,Public,,,,
67625,LPG,U-Haul,Irondequoit,NY,,,,,GPS,43.201343,-77.567113,,,Public,,,,
67753,ELEC,ScottTech,Binghamton,NY,,1.0,,Non-Networked,200-9,42.103472,-75.892293,,J1772,Public,,,,
68235,E85,Valero - Wading River,Wading River,NY,,,,,200-9,40.945671,-72.823735,,,Public,,,,
68579,ELEC,Price Chopper,Albany,NY,,1.0,,Non-Networked,200-9,42.664671,-73.790463,,J1772,Public,,,,
68608,CNG,Clean and Green CNG Technologies Corp,Jamestown,NY,,,,,200-9,42.128286,-79.239695,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,HD,
70451,ELEC,Fuccillo Nissan,Liverpool,NY,,1.0,,Non-Networked,200-8,43.185219,-76.242663,,J1772,Public - Appeler à l'avance,CALL,,,
70452,ELEC,Fuccillo Nissan - Latham,Latham,NY,,1.0,,Non-Networked,200-9,42.76943,-73.754611,,J1772,Public - Appeler à l'avance,CALL,,,
70460,ELEC,Fuccillo Nissan,Liverpool,NY,,1.0,,Non-Networked,200-8,43.185219,-76.242663,,J1772,Privé,,,,
71024,ELEC,SUNY ONEONTA SUNY ONEONTA,Oneonta,NY,,2.0,,ChargePoint Network,GPS,42.469481,-75.065723,,J1772,Public,,,,
71421,CNG,Clean Energy - Islip Resource Recovery Agency,Ronkonkoma,NY,,,,,200-9,40.78642,-73.105125,MD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,MD,
72095,E85,Citgo,Oakdale,NY,,,,,200-9,40.742087,-73.130834,,,Public,,,,
72670,ELEC,Rechler Equity,Plainview,NY,,1.0,,Non-Networked,GPS,40.7865204,-73.4521865,,J1772,Privé,,,,
72907,ELEC,Hampton Inn - Schenectady,Schenectady,NY,,2.0,,Non-Networked,GPS,42.8121531,-73.9409169,,J1772,Public,,,,
72909,ELEC,Hampton Inn - Albany,Albany,NY,,2.0,,Non-Networked,GPS,42.724676,-73.7954479,,J1772,Public,,,,
72918,ELEC,Hampton Inn - British American Blvd,Latham,NY,,2.0,,EV Connect,GPS,42.768177,-73.82062,,J1772,Public,,,,
72921,ELEC,Hampton Inn - Clifton Park,Clifton Park,NY,,2.0,,EV Connect,GPS,42.865495,-73.778228,,J1772,Public,,,,
72970,ELEC,Price Chopper Plaza,Slingerlands,NY,,2.0,,Non-Networked,GPS,42.638663,-73.857186,,J1772,Public,,,,
74631,ELEC,Davidson Nissan,Watertown,NY,,1.0,,Non-Networked,200-9,43.932998,-75.936638,,J1772,Public,,,,
74632,ELEC,Vision Nissan,Canandaigua,NY,,1.0,,Non-Networked,200-9,42.916433,-77.300722,,J1772,Public,,,,
74648,ELEC,United Parcel Service,New York,NY,,2.0,,Non-Networked,200-8,40.762442,-74.000055,,J1772,Privé,,,,
75105,LPG,Lictus Keystone,Clymer,NY,,,,,200-9,42.020413,-79.634017,,,Public,,,,
75475,LPG,Ideal Bottle Gas,Bellport,NY,,,,,200-9,40.806551,-72.947099,,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
75843,CNG,American Natural Gas,Gates,NY,,,,,200-9,43.139294,-77.666717,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,2.0,HD,
75845,CNG,American Natural Gas,Liverpool,NY,,,,,200-9,43.120271,-76.220444,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,2.0,HD,
75944,ELEC,Rochester Institute of Technology - Lot M,Rochester,NY,,2.0,,Non-Networked,200-9,43.08779,-77.674413,,J1772,Public,,,,
77158,CNG,Clean Energy - Bronx NY,Bronx,NY,,,,,200-9,40.805695,-73.880803,HD,,Public - Carte-clé en tout temps,KEY_ALWAYS,1.0,HD,
77665,ELEC,Calverton National Cemetery,Calverton,NY,,1.0,,Non-Networked,GPS,40.924144,-72.816045,,J1772,Privé,,,,
78416,ELEC,SUNation Solar Systems,Ronkonkoma,NY,,3.0,,Non-Networked,200-9,40.79009,-73.130392,,J1772,Privé,,,,
79175,ELEC,Meier's Creek Brewing Co,Cazenovia,NY,,3.0,,Non-Networked,200-9,42.919517,-75.86605,,J1772,Public,,,,
79194,E85,Conoco,Brooklyn,NY,,,,,GPS,40.653468,-73.886256,,,Public,,,,
79256,CNG,Trillium,Bronx,NY,,,,,200-9,40.82289,-73.841375,HD,,Privé,,,HD,
79257,CNG,Trillium,Buffalo,NY,,,,,200-9,42.958917,-78.890221,HD,,Privé,,,HD,
79258,CNG,Trillium,Maspeth,NY,,,,,GPS,40.7174297,-73.9224295,HD,,Privé,,,HD,
80871,ELEC,Bob Johnson Chevrolet,Rochester,NY,,1.0,1.0,Non-Networked,200-9,43.203546,-77.661537,,J1772 J1772COMBO,Public,,,,
80873,ELEC,Peconic Lane Community Center,Peconic,NY,,1.0,,Non-Networked,GPS,41.0437,-72.4568,,J1772,TEMPORAIREMENT SUSPENDU (Public - Carte de crédit en tout temps),CREDIT_CARD_ALWAYS,,,
81608,ELEC,Jim Barnard Chevrolet,Churchville,NY,,1.0,,Non-Networked,200-9,43.099649,-77.897024,,J1772,Public - Appeler à l'avance,CALL,,,
81818,HY,Air Liquide,Hempstead,NY,,,,,200-9,40.69261,-73.631777,,,PRÉVU - pas encore accessible (Public),,,,
82260,ELEC,Fairport Electric,Fairport,NY,,1.0,,EV Connect,GPS,43.10187,-77.43936,,J1772,Public,,,,
82355,ELEC,Davidson Ford,Clay,NY,,2.0,,Non-Networked,GPS,43.181259,-76.256973,,J1772,Public - Appeler à l'avance,CALL,,,
85682,ELEC,Romeo Chevrolet,Lake Katrine,NY,,2.0,1.0,Non-Networked,200-9,41.980335,-73.990256,,J1772 J1772COMBO,Public,,,,
85949,ELEC,Catamount Ski,Hillsdale,NY,,1.0,,Non-Networked,200-8,42.171859,-73.477728,,J1772,Public - Appeler à l'avance,CALL,,,
85969,ELEC,Koeppel Nissan,Jackson Heights,NY,,2.0,1.0,Non-Networked,200-9,40.755072,-73.892094,,CHADEMO J1772 J1772COMBO,Public - Appeler à l'avance,CALL,,,
85970,ELEC,Maguire Nissan,Syracuse,NY,,2.0,,Non-Networked,200-8,43.053474,-76.163547,,J1772,Public - Appeler à l'avance,CALL,,,
86199,ELEC,Honest Weight Co-op,Albany,NY,,2.0,,Non-Networked,200-9,42.678984,-73.782529,,J1772,Public,,,,
86200,ELEC,Marbletown Community Center,Stone Ridge,NY,,2.0,,Non-Networked,GPS,41.852574,-74.139946,,J1772,Public,,,,
86715,ELEC,City of Binghamton - Recreation Park,Binghamton,NY,,2.0,,Non-Networked,200-8,42.099763,-75.935148,,J1772,Public,,,,
87725,ELEC,Prettejohn Public Parking Lot,Livonia,NY,,2.0,,Non-Networked,GPS,42.821089,-77.668047,,J1772,Public,,,,
87863,E85,Valero - Hospital Road,East Patchogue,NY,,,,,GPS,40.78558542800852,-72.97819467724611,,,Public,,,,
87865,E85,JOE'S KWIK MARTS #0471,Homer,NY,,,,,200-9,42.634261,-76.19144,,,Public,,,,
87880,E85,Valero - Newburgh,Newburgh,NY,,,,,200-9,41.526785,-74.071415,,,Public,,,,
87914,ELEC,Long Island Welcome Center,Dix Hills,NY,,,2.0,Non-Networked,GPS,40.802658,-73.316725,,CHADEMO,Public,,,,
88340,ELEC,Lakeland Park,Cazenovia,NY,,2.0,,Non-Networked,200-8,42.929429,-75.859296,,J1772,Public,,,,
88498,ELEC,North Creek Heads in Beds,North Creek,NY,1.0,1.0,,Non-Networked,200-9,43.69475,-73.985344,,J1772 NEMA520,Public,,,,
89914,ELEC,Davidson Chevrolet Cadillac Buick GMC of Rome,Rome,NY,,3.0,1.0,Non-Networked,GPS,43.232936,-75.496866,,J1772 J1772COMBO,Privé,,,,
91865,ELEC,Price Chopper,Liverpool,NY,,2.0,,Non-Networked,200-9,43.18835,-76.2455,,J1772,Public,,,,
92019,E85,Conoco,Cedarhurst,NY,,,,,200-9,40.628163,-73.736919,,,Public,,,,
92029,E85,Mobil - Fishkill,Fishkill,NY,,,,,200-9,41.527946,-73.891745,,,Public,,,,
92042,E85,Shamrock,Baldwin,NY,,,,,200-9,40.651271,-73.604003,,,Public - Carte de crédit après les heures d'ouverture,CREDIT_CARD_AFTER_HOURS,,,
92116,ELEC,Village of Sodus,Sodus,NY,,2.0,,Non-Networked,200-9,43.235555,-77.061621,,J1772,Public,,,,
94576,ELEC,Fairport North - Main Parking,Fairport,NY,,6.0,,EV Connect,GPS,43.104278,-77.440851,,J1772,Public,,,,
94826,ELEC,Calspan Corp Flight Research Center,Niagara Falls,NY,,2.0,,EV Connect,200-8,43.09971,-78.939097,,J1772,Public,,,,
94828,ELEC,Town of Dickinson,Binghamton,NY,,2.0,,EV Connect,200-9,42.11978,-75.912473,,J1772,Public,,,,
94829,ELEC,Metro North Train Station - Southeast,Brewster,NY,,4.0,,EV Connect,200-9,41.416405,-73.624373,,J1772,Public,,,,
94830,ELEC,Parking Garage,Bronx,NY,,1.0,,EV Connect,200-8,40.863131,-73.900529,,J1772,Public,,,,
94831,ELEC,Parking Garage,Brooklyn,NY,,10.0,,EV Connect,200-9,40.737171,-73.949257,,J1772,Public,,,,
94832,ELEC,Brooklyn Navy Yard,Brooklyn,NY,,8.0,,EV Connect,200-8,40.698235,-73.975114,,J1772,Public,,,,
94835,ELEC,Village of Champlain,Champlain,NY,,2.0,,EV Connect,200-9,44.983225,-73.444864,,J1772,Public,,,,
94836,ELEC,The Lovett Group,College Point,NY,,8.0,,EV Connect,200-8,40.785772,-73.857401,,J1772,Public,,,,
94837,ELEC,Cortlandt Train Station,Cortlandt Manor,NY,,4.0,,EV Connect,GPS,41.244889,-73.92333,,J1772,Public,,,,
94838,ELEC,Fair Haven Public Works,Fair Haven,NY,,2.0,,EV Connect,200-9,43.319653,-76.698558,,J1772,Public,,,,
94840,ELEC,New York Power Authority - Blenheim-Gilboa Project,Gilboa,NY,,2.0,,EV Connect,200-9,42.44229,-74.447636,,J1772,Public,,,,
94841,ELEC,Marriott Hauppauge,Hauppauge,NY,,2.0,,EV Connect,GPS,40.819636,-73.204528,,J1772,Public - Appeler à l'avance,CALL,,,
94842,ELEC,Office Building,Hicksville,NY,,3.0,,EV Connect,200-8,40.76828,-73.528019,,J1772,Public,,,,
94843,ELEC,Homer Recreation Department,Homer,NY,,2.0,,EV Connect,200-8,42.63465,-76.178589,,J1772,Public,,,,
94844,ELEC,Spectrum,Jamaica,NY,,2.0,,EV Connect,200-8,40.696909,-73.816114,,J1772,Public,,,,
94845,ELEC,Central Parking Corp,Jamestown,NY,,2.0,,EV Connect,200-9,42.097522,-79.242525,,J1772,Public,,,,
94848,ELEC,Delancey & Essex Municipal Parking Garage,Manhattan,NY,,5.0,,EV Connect,200-8,40.719051,-73.988181,,J1772,Public,,,,
94849,ELEC,Marcellus Village Police Department,Marcellus,NY,,1.0,,EV Connect,200-9,42.98282,-76.34141,,J1772,Public,,,,
94850,ELEC,Hilton,Melville,NY,,1.0,,EV Connect,200-8,40.76379,-73.423658,,J1772,Public - Appeler à l'avance,CALL,,,
94851,ELEC,New York State Department of Transportation - Exit 14 Park & Ride,Nanuet,NY,,3.0,,EV Connect,GPS,41.10363490203234,-74.02818166137693,,J1772,Public,,,,
94853,ELEC,Sky Zone Trampoline Park,New Rochelle,NY,,4.0,,EV Connect,200-9,40.911315,-73.779296,,J1772,Public,,,,
94854,ELEC,Spectrum,New York,NY,,8.0,,EV Connect,200-8,40.87121,-73.911616,,J1772,Public,,,,
94855,ELEC,Residence Inn - Marriott Poughkeepsie,Poughkeepsie,NY,,2.0,,EV Connect,GPS,41.660699,-73.932808,,J1772,Public - Appeler à l'avance,CALL,,,
94856,ELEC,New York State Department of Transportation - Taste NY Market,Lagrangeville,NY,,2.0,,EV Connect,GPS,41.656857,-73.789422,,J1772,Public,,,,
94858,ELEC,Courtyard Marriott,Rye,NY,,2.0,,EV Connect,200-9,40.989535,-73.672445,,J1772,Public - Appeler à l'avance,CALL,,,
94859,ELEC,Homewood Suites,Saratoga Springs,NY,,2.0,,EV Connect,GPS,43.05419501266957,-73.78681016931154,,J1772,Public - Appeler à l'avance,CALL,,,
94861,ELEC,Spectrum,Staten Island,NY,,2.0,,EV Connect,200-9,40.630898,-74.168358,,J1772,Privé,,,,
94862,ELEC,Stony Brook University,Stony Brook,NY,,2.0,,EV Connect,200-8,40.913685,-73.116048,,J1772,Public,,,,
94863,ELEC,Residence Inn,Syracuse,NY,,2.0,,EV Connect,200-9,43.09077,-76.088086,,J1772,Public - Appeler à l'avance,CALL,,,
94865,ELEC,Westchester County Department of Health,White Plains,NY,,3.0,,EV Connect,200-8,41.031941,-73.769376,,J1772,Public,,,,
94867,ELEC,Office Building,White Plains,NY,,7.0,,EV Connect,200-9,41.051099,-73.771738,,J1772,Privé,,,,
94868,ELEC,Windsor Town Court Room,Windsor,NY,,2.0,,EV Connect,200-9,42.077966,-75.639472,,J1772,Public,,,,
94869,ELEC,Art Delta New York,Woodside,NY,,2.0,,EV Connect,GPS,40.763053,-73.902931,,J1772,Public,,,,
94870,ELEC,City of Yonkers,Yonkers,NY,,3.0,,EV Connect,200-9,40.932276,-73.897606,,J1772,Public,,,,
94871,ELEC,Yonkers Parking Authority,Yonkers,NY,,4.0,,EV Connect,200-9,40.93427,-73.902149,,J1772,Public,,,,
95069,ELEC,Central Parking - Tower 31,New York,NY,,1.0,,Blink Network,GPS,40.747098,-73.986641,,J1772,Public,,,,
95270,ELEC,iPark - Paradise Garage,Rego Park,NY,,2.0,,Blink Network,GPS,40.733347,-73.858012,,J1772,Public,,,,
96646,ELEC,Tribeca Park,New York,NY,,2.0,,Blink Network,GPS,40.717717,-74.015049,,J1772,Privé,,,,
98431,ELEC,Tony Mangino Mitsubishi,Clifton Park,NY,,2.0,,Non-Networked,200-9,42.858085,-73.762909,,J1772,Public,,,,
98674,ELEC,Environmental Protection Agency,New York,NY,,5.0,,Non-Networked,GPS,40.714723,-74.005143,,J1772,Privé,,,,
98692,ELEC,United States Marine Corps,Garden City,NY,,3.0,,Non-Networked,GPS,40.729637,-73.615008,,J1772,Privé,,,,
98772,E85,Speedway,Grand Island,NY,,,,,200-9,43.021206,-78.962025,,,Public,,,,
98836,ELEC,James Mitsubishi - Hamburg,Hamburg,NY,,2.0,,Non-Networked,200-9,42.746772,-78.852481,,J1772,Public,,,,
99360,ELEC,Village of Waterville - West Main Street,Waterville,NY,,2.0,,Non-Networked,200-8,42.930765,-75.38053,,J1772,Public,,,,
99500,ELEC,Nissan of Staten Island,Staten Island,NY,,1.0,,Non-Networked,200-9,40.581432,-74.097694,,J1772,Public,,,,
99538,ELEC,New York State Department of Environmental Conservation - Stony Brook,Stony Brook,NY,1.0,4.0,,Non-Networked,200-8,40.910066,-73.124122,,J1772 NEMA520,Privé,,,,
99950,ELEC,Town of Veteran,Millport,NY,,2.0,,Non-Networked,200-9,42.250834,-76.838332,,J1772,Public,,,,
102325,ELEC,Colonie Center - Tesla Supercharger,Albany,NY,,,6.0,Tesla,200-8,42.710356,-73.819109,,TESLA,Public,,,,
102326,ELEC,The Spot Restaurant - Tesla Supercharger,Binghamton,NY,,,8.0,Tesla,200-9,42.145542,-75.902081,,TESLA,Public,,,,
102327,ELEC,North 12 Parking (at the William Vale) - Tesla Supercharger,Brooklyn,NY,,,4.0,Tesla,200-8,40.721853,-73.956658,,TESLA,Public,,,,
102328,ELEC,Shops at Main / Transit - Tesla Supercharger,Buffalo,NY,,,8.0,Tesla,200-9,42.968675,-78.69568,,TESLA,Public,,,,
102329,ELEC,Stewart’s Shop - Tesla Supercharger,Clinton Corners,NY,,,8.0,Tesla,200-9,41.825379,-73.770409,,TESLA,Public,,,,
102330,ELEC,Crossgates Mall - Tesla Supercharger,Guilderland,NY,,,20.0,Tesla,200-8,42.68869,-73.853254,,TESLA,Public,,,,
102331,ELEC,QuickChek - Tesla Supercharger,Kingston,NY,,,8.0,Tesla,200-9,41.941893,-74.027428,,TESLA,Public,,,,
102332,ELEC,Holiday Inn - Tesla Supercharger,Liverpool,NY,,,8.0,Tesla,200-8,43.102424,-76.187446,,TESLA,Public,,,,
102333,ELEC,New Roc Garage - Tesla Supercharger,New Rochelle,NY,,,8.0,Tesla,GPS,40.912547,-73.780488,,TESLA,Public,,,,
102334,ELEC,Mott Street Parking - Tesla Supercharger,New York,NY,,,2.0,Tesla,200-9,40.717522,-73.997302,,TESLA,Public,,,,
102335,ELEC,W 75th Parking Garage - Tesla Supercharger,New York,NY,,,4.0,Tesla,200-8,40.780976,-73.980414,,TESLA,Public,,,,
102336,ELEC,E 47th Street - Tesla Supercharger,New York,NY,,,4.0,Tesla,200-9,40.753356,-73.971685,,TESLA,Public,,,,
102338,ELEC,125 Victory Hwy - Tesla Supercharger,Painted Post,NY,,,10.0,Tesla,200-9,42.170757,-77.108063,,TESLA,Public,,,,
102339,ELEC,Country Pointe Plainview - Tesla Supercharger,Plainview,NY,,,8.0,Tesla,200-8,40.779854,-73.450709,,TESLA,Public,,,,
102340,ELEC,Champlain Centre - Tesla Supercharger,Plattsburgh,NY,,,8.0,Tesla,200-8,44.704537,-73.491829,,TESLA,Public,,,,
102341,ELEC,JFK Airport Travel Plaza - Tesla Supercharger,Queens,NY,,,4.0,Tesla,GPS,40.66179,-73.79282,,TESLA,Public,,,,
102342,ELEC,Aviation Mall - Tesla Supercharger,Queensbury,NY,,,8.0,Tesla,200-8,43.328388,-73.679992,,TESLA,Public,,,,
102343,ELEC,Cafe Crust - Tesla Supercharger,Southampton,NY,,,8.0,Tesla,200-9,40.891909,-72.426995,,TESLA,Public,,,,
